,cord_uid,affiliations,location
49017,mbp22sj2,"Robert Barigye (North Dakota State University ; 1523 Centennial Boulevard, Van Es Hall ; 58105 ; Fargo ; ND ; USA) ; Neil W Dyer (North Dakota State University ; 1523 Centennial Boulevard, Van Es Hall ; 58105 ; Fargo ; ND ; USA) ; Teresa K Newell (North Dakota State University ; 1523 Centennial Boulevard, Van Es Hall ; 58105 ; Fargo ; ND ; USA) ; Margaret L Khaitsa (North Dakota State University ; 1523 Centennial Boulevard ; 58105 ; Fargo ; ND ; USA) ; James M Trout (Beltsville ; MD ; United States, USA) ; Monica Santin (Beltsville ; MD ; United States, USA) ; Ronald Fayer (Beltsville ; MD ; United States, USA)","1523 Centennial Boulevard, Van Es Hall ; 58105 ; Fargo ; ND ; USA ; 1523 Centennial Boulevard, Van Es Hall ; 58105 ; Fargo ; ND ; USA ; 1523 Centennial Boulevard, Van Es Hall ; 58105 ; Fargo ; ND ; USA ; 1523 Centennial Boulevard ; 58105 ; Fargo ; ND ; USA ; Beltsville ; MD ; United States, USA ; Beltsville ; MD ; United States, USA ; Beltsville ; MD ; United States, USA"
49018,5fg87lvu,,
49019,048xo7jn,Alexander L Greninger (University of Washington ; Seattle ; WA ; United States),Seattle ; WA ; United States
49020,6jrsz9ce,Kurt E Gustin (University of Idaho ; 83844 ; Moscow ; ID ; USA),83844 ; Moscow ; ID ; USA
49021,gp5drg71,Matthew Freedman (Georgetown University Medical Center ; 20057-1479 ; Washington ; DC ; USA) ; Ben Lo (Georgetown University Medical Center ; 20057-1479 ; Washington ; DC ; USA) ; Fleming Lure (Deus Technologies LLC ; 20850 ; Rockville ; MD ; USA) ; Hui Zhao (Deus Technologies LLC ; 20850 ; Rockville ; MD ; USA) ; Jyh-Shyan Lin (Deus Technologies LLC ; 20850 ; Rockville ; MD ; USA) ; Michael Yeh (Deus Technologies LLC ; 20850 ; Rockville ; MD ; USA),20057-1479 ; Washington ; DC ; USA ; 20057-1479 ; Washington ; DC ; USA ; 20850 ; Rockville ; MD ; USA ; 20850 ; Rockville ; MD ; USA ; 20850 ; Rockville ; MD ; USA ; 20850 ; Rockville ; MD ; USA
49022,08d6ed68,,
49023,szkiilb1,"Philippe Gautret (SSA, VITROME ; Marseille ; AP-HM ; France) ; Kristina M Angelo ; Hilmir Asgeirsson (Karolinska University Hospital and Karolinska Institutet ; Stockholm ; Sweden) ; Alexandre Duvignaud (CHU Bordeaux ; Bordeaux ; France) ; Perry J J Van Genderen (University Hospital Erasmus Medical Centre ; Rotterdam ; the Netherlands) ; Emmanuel Bottieau ; Lin H Chen (Harvard Medical School ; MA ; USA) ; Salim Parker (University of Cape Town ; Cape Town ; South Africa) ; Bradley A Connor (Weill Cornell Medical College ; New York ; USA) ; Elizabeth D Barnett (Boston University School of Medicine ; MA ; USA) ; Michael Libman ; Davidson H Hamer (Boston University ; MA ; USA) ; Emilie Javelle ; Marc Mendelson ; Hedvig Glans (Karolinska University Hospital ; Stockholm ; Sweden) ; Eric Caumes (Paris ; France) ; Lian Lim ; Jonathan Alpern ; William Stauffer ; Andrea Boggild (Toronto General Hospital ; Toronto ; Canada) ; Kevin Kain (Toronto General Hospital ; Toronto ; Canada) ; Karin Leder (Royal Melbourne Hospital ; Melbourne ; Australia) ; Joseph Torresi (Royal Melbourne Hospital ; Melbourne ; Australia) ; Katherine Plewes ; Wayne Ghesquiere ; Denis Malvy (Hôpital Saint-André ; Bordeaux ; France) ; Francois Chappuis (Geneva University Hospitals ; Geneva ; Switzerland) ; Giles Eperon (Geneva University Hospitals ; Geneva ; Switzerland) ; Sarah Borwein (Kaiser Permanente Honolulu Clinic ; Hong Kong, Honolulu ; HI ; China aa, USA ab) ; Johnnie Yates ; Brian Ward ; Jesse Waggoner ; Henry Wu ; Israel Molina ; Dan Bourque ; Kunjana Mavunda ; Carsten Larsen ; Christian Wejse ; Noreen Hynes ; Paul Kelly ; Susan Kuhn ; Cecilia Perret Perez Al ; Thomas Weitzel ; Sabine Jordan ; Mauro Saio ; Michael Beadsworth ; Nicholas Beeching ; Susan Anderson ; Patricia Schlagenhauf ; Rainer Weber ; J D Maclean","Marseille ; AP-HM ; France ;   ; Stockholm ; Sweden ; Bordeaux ; France ; Rotterdam ; the Netherlands ;   ; MA ; USA ; Cape Town ; South Africa ; New York ; USA ; MA ; USA ;   ; MA ; USA ;   ;   ; Stockholm ; Sweden ; Paris ; France ;   ;   ;   ; Toronto ; Canada ; Toronto ; Canada ; Melbourne ; Australia ; Melbourne ; Australia ;   ;   ; Bordeaux ; France ; Geneva ; Switzerland ; Geneva ; Switzerland ; Hong Kong, Honolulu ; HI ; China aa, USA ab ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;  "
49024,reotxckr,,
49025,352gisfw,Laura Eichelberger (University of Arizona ; PO Box 210030 ; 85721-0030 ; Tucson ; AZ ; USA),PO Box 210030 ; 85721-0030 ; Tucson ; AZ ; USA
49026,q9txa0xc,,
49027,hqe78yr9,,
49028,e14d4zln,,
49029,k7630is6,,
49030,nsp4dfie,,
49031,xan6g08b,Cristina Oro (Baker Heart Research Institute ; Melbourne ; Australia) ; Hongwei Qian (Baker Heart Research Institute ; Melbourne ; Australia) ; Walter G Thomas (Baker Heart Research Institute ; Melbourne ; Australia),Melbourne ; Australia ; Melbourne ; Australia ; Melbourne ; Australia
49032,w0k5mxab,,
49033,740z2qmu,,
49034,103xf3dw,Beatriz Parra (University of Southern California School of Medicine ; 90033 ; Los Angeles ; California) ; David R Hinton (University of Southern California School of Medicine ; 90033 ; Los Angeles ; California) ; Mark T Lin (University of Southern California School of Medicine ; 90033 ; Los Angeles ; California) ; Daniel J Cua (University of Southern California School of Medicine ; 90033 ; Los Angeles ; California) ; Stephen A Stohlman (University of Southern California School of Medicine ; 90033 ; Los Angeles ; California),90033 ; Los Angeles ; California ; 90033 ; Los Angeles ; California ; 90033 ; Los Angeles ; California ; 90033 ; Los Angeles ; California ; 90033 ; Los Angeles ; California
49035,vuvgi8xx,Noah Butler (University of Iowa ; 52242 ; Iowa City ; IA ; USA) ; Lecia Pewe (University of Iowa ; 52242 ; Iowa City ; IA ; USA) ; Kathryn Trandem (University of Iowa ; 52242 ; Iowa City ; IA ; USA) ; Stanley Perlman (University of Iowa ; 52242 ; Iowa City ; IA ; USA),52242 ; Iowa City ; IA ; USA ; 52242 ; Iowa City ; IA ; USA ; 52242 ; Iowa City ; IA ; USA ; 52242 ; Iowa City ; IA ; USA
49036,zbmsaj8s,V Ntafis (Agricultural University of Athens ; Iera Odos 75 ; 118 55 ; Athens ; Greece) ; V Mari ; N Decaro ; M Papanastassopoulou (Aristotle University of Thessaloniki ; 541 24 ; Thessaloniki ; Greece) ; N Papaioannou (Aristotle University of Thessaloniki ; 541 24 ; Thessaloniki ; Greece) ; R Mpatziou (Agricultural University of Athens ; Iera Odos 75 ; 118 55 ; Athens ; Greece) ; C Buonavoglia ; E Xylouri (Agricultural University of Athens ; Iera Odos 75 ; 118 55 ; Athens ; Greece),Iera Odos 75 ; 118 55 ; Athens ; Greece ;   ;   ; 541 24 ; Thessaloniki ; Greece ; 541 24 ; Thessaloniki ; Greece ; Iera Odos 75 ; 118 55 ; Athens ; Greece ;   ; Iera Odos 75 ; 118 55 ; Athens ; Greece
49037,sk4bv61z,,
49038,9ry742gc,,
49039,q4neat3x,"Haoqing Zhang (Northwestern Polytechnical University ; 127 West Youyi Road ; 710072 ; Xi'an, Shaanxi ; PR China) ; Ying Xu (Northwestern Polytechnical University ; 127 West Youyi Road ; 710072 ; Xi'an, Shaanxi ; PR China) ; Zdenka Fohlerova (Brno University of Technology ; Purky nova 123 ; 61300 ; Brno ; Czech Republic) ; Honglong Chang (Northwestern Polytechnical University ; 127 West Youyi Road ; 710072 ; Xi'an, Shaanxi ; PR China) ; Ciprian Iliescu (National University of Singapore ; 14 Medical Drive ; MD6, #14-01, 117599 ; Singapore) ; Pavel Neuzil (Northwestern Polytechnical University ; 127 West Youyi Road ; 710072 ; Xi'an, Shaanxi ; PR China)","127 West Youyi Road ; 710072 ; Xi'an, Shaanxi ; PR China ; 127 West Youyi Road ; 710072 ; Xi'an, Shaanxi ; PR China ; Purky nova 123 ; 61300 ; Brno ; Czech Republic ; 127 West Youyi Road ; 710072 ; Xi'an, Shaanxi ; PR China ; 14 Medical Drive ; MD6, #14-01, 117599 ; Singapore ; 127 West Youyi Road ; 710072 ; Xi'an, Shaanxi ; PR China"
49040,bmrfz8pz,Jaime Lopera-Madrid (University of Wisconsin-Madison ; 53706 ; Madison ; WI ; United States) ; Jorge E Osorio (University of Wisconsin-Madison ; 53706 ; Madison ; WI ; United States) ; Yongqun He (University of Michigan Medical School ; 48109 ; Ann Arbor ; MI ; United States) ; Zuoshuang Xiang (University of Michigan Medical School ; 48109 ; Ann Arbor ; MI ; United States) ; L Garry Adams (Texas A&M University ; 77843-4467 ; College Station ; TX ; United States) ; Richard C Laughlin (Texas A&M University ; 77843-4467 ; College Station ; TX ; United States) ; Waithaka Mwangi (Texas A&M University ; 77843-4467 ; College Station ; TX ; United States) ; Sandesh Subramanya (Bioo Scientific Corporation ; 7050 Burleson Rd ; 78744 ; Austin ; TX ; United States) ; John Neilan (U. S. Department of Homeland Security Science and Technology ; Greenport ; New York ; United States) ; David Brake (U. S. Department of Homeland Security Science and Technology ; Greenport ; New York ; United States) ; Thomas G Burrage (U. S. Department of Homeland Security Science and Technology ; Greenport ; New York ; United States) ; William Clay Brown (University of Michigan ; 48109 ; Ann Arbor ; MI ; United States) ; Alfonso Clavijo ; Mangkey A Bounpheng,53706 ; Madison ; WI ; United States ; 53706 ; Madison ; WI ; United States ; 48109 ; Ann Arbor ; MI ; United States ; 48109 ; Ann Arbor ; MI ; United States ; 77843-4467 ; College Station ; TX ; United States ; 77843-4467 ; College Station ; TX ; United States ; 77843-4467 ; College Station ; TX ; United States ; 7050 Burleson Rd ; 78744 ; Austin ; TX ; United States ; Greenport ; New York ; United States ; Greenport ; New York ; United States ; Greenport ; New York ; United States ; 48109 ; Ann Arbor ; MI ; United States ;   ;  
49041,1vxl2468,Yannick Debing ; Dirk Jochmans ; Johan Neyts,  ;   ;  
49042,eahhf7yh,,
49043,ffh1jl40,,
49044,g5v7nlls,,
49045,4bm853ap,A Peter (University of Aberystwyth ; SY23 3DB ; Ceredigion ; UK) ; Wyn-Jones  ; Annalaura Carducci (Università di Pisa ; Italy) ; Nigel Cook (FERA ; York ; UK) ; Martin D&apos;agostino (FERA ; York ; UK) ; Maurizio Divizia (Tor Vergata University ; Rome ; Italy) ; Jens Fleischer (Germany) ; Christophe Gantzer (University Henri Poincaré ; Nancy ; France) ; Andrew Gawler ; Rosina Girones (University of Barcelona ; Spain) ; Christiane Höller (Bayerisches Landesamt fü r Gesundheit und Lebensmittelsicherheit ; Germany) ; Ana Maria ; Roda Husman (National Institute for Public Health and the Environment (RIVM) ; The Netherlands) ; David Kay (University of Aberystwyth ; SY23 3DB ; Ceredigion ; UK) ; Iwona Kozyra (National Veterinary Research Institute ; Pulawy ; Poland) ; Juan López-Pila ; Michele Muscillo (Istituto Superiore Sanità ; Rome ; Italy) ; Maria Sã (Cyprus) ; José Nascimento (Universidade do Porto ; Porto ; Portugal) ; George Papageorgiou (Cyprus) ; Saskia Rutjes (National Institute for Public Health and the Environment (RIVM) ; The Netherlands) ; Jane Sellwood (Health Protection Agency ; UK) ; Regine Szewzyk ; Mark Wyer (University of Aberystwyth ; SY23 3DB ; Ceredigion ; UK) ; ( A P  ; Wyn-Jones ) ,SY23 3DB ; Ceredigion ; UK ;   ; Italy ; York ; UK ; York ; UK ; Rome ; Italy ; Germany ; Nancy ; France ;   ; Spain ; Germany ;   ; The Netherlands ; SY23 3DB ; Ceredigion ; UK ; Pulawy ; Poland ;   ; Rome ; Italy ; Cyprus ; Porto ; Portugal ; Cyprus ; The Netherlands ; UK ;   ; SY23 3DB ; Ceredigion ; UK ;   ;  
49046,ilt8776o,Dick E Zoutman ; B Douglas Ford ;  Ma ; Matt Melinyshyn ; Brian Schwartz ; D Kingston ; Canada ,  ;   ;   ;   ;   ;   ;  
49047,2cul4esb,"Boqi Liu (Northeast Agricultural University ; 59 Mucai Street, Xiangfang District ; 150030 ; Harbin ; China) ; Guangxing Li ; Xiuwen Sui (Northeast Agricultural University ; 59 Mucai Street, Xiangfang District ; 150030 ; Harbin ; China) ; Jiechao Yin (Northeast Agricultural University ; 59 Mucai Street, Xiangfang District ; 150030 ; Harbin ; China) ; Heng Wang (Northeast Agricultural University ; 59 Mucai Street, Xiangfang District ; 150030 ; Harbin ; China) ; Xiaofeng Ren (Northeast Agricultural University ; 59 Mucai Street, Xiangfang District ; 150030 ; Harbin ; China)","59 Mucai Street, Xiangfang District ; 150030 ; Harbin ; China ;   ; 59 Mucai Street, Xiangfang District ; 150030 ; Harbin ; China ; 59 Mucai Street, Xiangfang District ; 150030 ; Harbin ; China ; 59 Mucai Street, Xiangfang District ; 150030 ; Harbin ; China ; 59 Mucai Street, Xiangfang District ; 150030 ; Harbin ; China"
49048,yr9twd1r,,
49049,223cqz02,,
49050,n43urgz1,Trine Skov Nielsen (Vendsyssel Hospital ; Bispensgade 37 ; 9800 ; Hjørring) ; Alex Yde Nielsen ; Jytte Banner (Statens Serum Institut ; Artillerivej 5 ; 2300 ; Copenhagen S ; Denmark) ; Jakob Hansen (Aarhus University ; Brendstrupgaardsvej 100 ; 8200 ; Aarhus N ; Denmark) ; Ulrik Baandrup (Vendsyssel Hospital ; Bispensgade 37 ; 9800 ; Hjørring) ; Lars Peter Nielsen (Statens Serum Institut ; Artillerivej 5 ; 2300 ; Copenhagen S ; Denmark),Bispensgade 37 ; 9800 ; Hjørring ;   ; Artillerivej 5 ; 2300 ; Copenhagen S ; Denmark ; Brendstrupgaardsvej 100 ; 8200 ; Aarhus N ; Denmark ; Bispensgade 37 ; 9800 ; Hjørring ; Artillerivej 5 ; 2300 ; Copenhagen S ; Denmark
49051,4osh2pkf,"F Sutter (Freie Universität Berlin ; Koenigsweg 65 ; 14163 ; Berlin ; Germany) ; S Borchardt (Freie Universität Berlin ; Koenigsweg 65 ; 14163 ; Berlin ; Germany) ; G M Schuenemann (The Ohio State University ; 43210 ; Columbus) ; E Rauch (Ludwig Maximilian University of Munich ; Veterinärstraße 13 ; 80539 ; Ethology, Munich ; Germany) ; M Erhard  ; W Heuwieser (Freie Universität Berlin ; Koenigsweg 65 ; 14163 ; Berlin ; Germany)","Koenigsweg 65 ; 14163 ; Berlin ; Germany ; Koenigsweg 65 ; 14163 ; Berlin ; Germany ; 43210 ; Columbus ; Veterinärstraße 13 ; 80539 ; Ethology, Munich ; Germany ;   ; Koenigsweg 65 ; 14163 ; Berlin ; Germany"
49052,m3rgspxc,Alvin C K Lai (Nanyang Technological University ; 50 Nanyang Avenue ; 639798 ; Singapore ; Singapore) ; F Z Chen (Nanyang Technological University ; 50 Nanyang Avenue ; 639798 ; Singapore ; Singapore),50 Nanyang Avenue ; 639798 ; Singapore ; Singapore ; 50 Nanyang Avenue ; 639798 ; Singapore ; Singapore
49053,flgc5l04,Sebastian Budzan (Silesian University of Technology ; Akademicka 16 ; 44-100 ; Gliwice ; Poland) ; Roman Wy (Silesian University of Technology ; Akademicka 16 ; 44-100 ; Gliwice ; Poland),Akademicka 16 ; 44-100 ; Gliwice ; Poland ; Akademicka 16 ; 44-100 ; Gliwice ; Poland
49054,z6ckhkgg,Elena Magrini (Humanitas Clinical and Research Center ; 20089 ; Rozzano ; Milan ; Italy) ; Alberto Mantovani (Humanitas Clinical and Research Center ; 20089 ; Rozzano ; Milan ; Italy) ; Cecilia Garlanda (Humanitas Clinical and Research Center ; 20089 ; Rozzano ; Milan ; Italy),20089 ; Rozzano ; Milan ; Italy ; 20089 ; Rozzano ; Milan ; Italy ; 20089 ; Rozzano ; Milan ; Italy
49055,3n9f84hg,,
49056,vtn0hwcj,Yujeong Kim (Hoseo University ; Chungcheongnam-do ; Asan-si ; Republic of Korea),Chungcheongnam-do ; Asan-si ; Republic of Korea
49057,slyzg73q,Jenny Stavisky (University of Liverpool ; Leahurst Campus ; CH64 7TE ; Wirral ; United Kingdom) ; Gina Pinchbeck (University of Liverpool ; Leahurst Campus ; CH64 7TE ; Wirral ; United Kingdom) ; Rosalind M Gaskell (University of Liverpool ; Leahurst Campus ; CH64 7TE ; Wirral ; United Kingdom) ; Susan Dawson (University of Liverpool ; Leahurst Campus ; CH64 7TE ; Wirral ; United Kingdom) ; Alexander J German (University of Liverpool ; Leahurst Campus ; CH64 7TE ; Wirral ; United Kingdom) ; Alan D Radford (University of Liverpool ; Leahurst Campus ; CH64 7TE ; Wirral ; United Kingdom),Leahurst Campus ; CH64 7TE ; Wirral ; United Kingdom ; Leahurst Campus ; CH64 7TE ; Wirral ; United Kingdom ; Leahurst Campus ; CH64 7TE ; Wirral ; United Kingdom ; Leahurst Campus ; CH64 7TE ; Wirral ; United Kingdom ; Leahurst Campus ; CH64 7TE ; Wirral ; United Kingdom ; Leahurst Campus ; CH64 7TE ; Wirral ; United Kingdom
49058,phl7kr8f,,
49059,uubggl2k,"Chuntian Li (Chinese Academy of Agricultural Sciences ; Lanzhou, Gansu ; PR China) ; Zhu ⁎  (Chinese Academy of Agricultural Sciences ; Lanzhou, Gansu ; PR China) ; Xiaoli Du (Chinese Academy of Agricultural Sciences ; Lanzhou, Gansu ; PR China) ; Weijun Cao (Chinese Academy of Agricultural Sciences ; Lanzhou, Gansu ; PR China) ; Fan Yang (Chinese Academy of Agricultural Sciences ; Lanzhou, Gansu ; PR China) ; Xiangle Zhang (Chinese Academy of Agricultural Sciences ; Lanzhou, Gansu ; PR China) ; Huanhuan Feng (Chinese Academy of Agricultural Sciences ; Lanzhou, Gansu ; PR China) ; Dan Li (Chinese Academy of Agricultural Sciences ; Lanzhou, Gansu ; PR China) ; Keshan Zhang (Chinese Academy of Agricultural Sciences ; Lanzhou, Gansu ; PR China) ; Xiangtao Liu (Chinese Academy of Agricultural Sciences ; Lanzhou, Gansu ; PR China) ; Haixue Zheng (Chinese Academy of Agricultural Sciences ; Lanzhou, Gansu ; PR China)","Lanzhou, Gansu ; PR China ; Lanzhou, Gansu ; PR China ; Lanzhou, Gansu ; PR China ; Lanzhou, Gansu ; PR China ; Lanzhou, Gansu ; PR China ; Lanzhou, Gansu ; PR China ; Lanzhou, Gansu ; PR China ; Lanzhou, Gansu ; PR China ; Lanzhou, Gansu ; PR China ; Lanzhou, Gansu ; PR China ; Lanzhou, Gansu ; PR China"
49060,iorbhr5f,,
49061,rrxgr909,"Yung Yau (City University of Hong Kong ; 83 Tat Chee Avenue ; Kowloon, Hong Kong ; China)","83 Tat Chee Avenue ; Kowloon, Hong Kong ; China"
49062,shi77p40,Stanislav Sokolenko ; Steve George ; Andreas Wagner ; Anup Tuladhar ; Jonas M S Andrich ; Marc G Aucoin ⁎,  ;   ;   ;   ;   ;  
49063,op7h29bn,"Yu Jin (Nanjing Medical University ; 210000 ; Nanjing ; China) ; Jing-Rong Song (the First Hospital of Lanzhou University ; 730000 ; Lanzhou ; China) ; Zhi-Ping Xie (National Institute for Viral Disease Control and Prevention ; 100052 ; Beijing ; China, China) ; Han-Chun Gao (National Institute for Viral Disease Control and Prevention ; 100052 ; Beijing ; China, China) ; Xin-Hui Yuan (National Institute for Viral Disease Control and Prevention ; 100052 ; Beijing ; China, China) ; Zi-Qian Xu (National Institute for Viral Disease Control and Prevention ; 100052 ; Beijing ; China, China) ; Kun-Long Yan (National Institute for Viral Disease Control and Prevention ; 100052 ; Beijing ; China, China) ; Yang Zhao (National Institute for Viral Disease Control and Prevention ; 100052 ; Beijing ; China, China) ; Ni-Guang Xiao (National Institute for Viral Disease Control and Prevention ; 100052 ; Beijing ; China, China) ; Yun-De Hou (National Institute for Viral Disease Control and Prevention ; 100052 ; Beijing ; China, China) ; Zhao-Jun Duan (National Institute for Viral Disease Control and Prevention ; 100052 ; Beijing ; China, China)","210000 ; Nanjing ; China ; 730000 ; Lanzhou ; China ; 100052 ; Beijing ; China, China ; 100052 ; Beijing ; China, China ; 100052 ; Beijing ; China, China ; 100052 ; Beijing ; China, China ; 100052 ; Beijing ; China, China ; 100052 ; Beijing ; China, China ; 100052 ; Beijing ; China, China ; 100052 ; Beijing ; China, China ; 100052 ; Beijing ; China, China"
49064,47lj3fnx,Annamaria Pratelli ; Vito Martella ; Mauro Pistello (University of Pisa ; Pisa ; Italy) ; Gabriella Elia ; Nicola Decaro ; Domenico Buonavoglia (University of Messina ; Messina ; Italy) ; Michele Camero ; Maria Tempesta ; Canio Buonavoglia,  ;   ; Pisa ; Italy ;   ;   ; Messina ; Italy ;   ;   ;  
49065,zgnz1n78,,
49066,chlhb6wj,"Susan L Uprichard (The Scripps Research Institute ; 10550 N. Torrey Pines Road, La Jolla ; SBR10, 92037 ; CA ; USA)","10550 N. Torrey Pines Road, La Jolla ; SBR10, 92037 ; CA ; USA"
49067,nwdgphxa,,
49068,pwq5gir9,Charles Chiu (University of California ; San Francisco ; 94107 ; San Francisco ; CA ; USA),San Francisco ; 94107 ; San Francisco ; CA ; USA
49069,vovas81d,Yohei Yokobayashi (Okinawa Institute of Science and Technology Graduate University ; 904 0495 ; Onna ; Okinawa ; Japan),904 0495 ; Onna ; Okinawa ; Japan
49070,6g7jz7ma,,
49071,2u228xe9,Chih-Cheng Hsu ; Ted Chen ; Mei Chang ; Yu-Kang Chang ; M A  ; Zhunan Town ; Taiwan ; Taipei ; Taiwan ;  ; New Orleans ;  Louisiana,  ;   ;   ;   ;   ;   ;   ;   ;   ;  
49072,0ty9im99,,
49073,kbkt6jxs,,
49074,mfm96d2q,Hao Guo (Northern Illinois University ; 60115 ; DeKalb ; IL ; USA) ; Chong Zheng (Northern Illinois University ; 60115 ; DeKalb ; IL ; USA) ; Elizabeth R Gaillard (Northern Illinois University ; 60115 ; DeKalb ; IL ; USA),60115 ; DeKalb ; IL ; USA ; 60115 ; DeKalb ; IL ; USA ; 60115 ; DeKalb ; IL ; USA
49075,j6ybcv93,,
49076,hsmhpf0r,,
49077,hkh1grys,Nicole L Turnage (University of Arkansas ; 72704 ; Fayetteville ; AR ; USA) ; Kristen E Gibson (University of Arkansas ; 72704 ; Fayetteville ; AR ; USA),72704 ; Fayetteville ; AR ; USA ; 72704 ; Fayetteville ; AR ; USA
